ID,Group,Feature_1,Feature_2,Feature_3
ID107,B,2476.8671159199125,382.56967471835685,4957.858561884134
ID127,A,2413.328776094195,396.44952472454685,5257.941057435387
ID309,B,2062.221186547777,403.23012922440824,4119.612178262407
ID477,C,2639.790020998832,423.1393228930506,-2233.263037042516
ID655,B,2826.495383747981,390.7710918492761,5681.84073946973
ID257,A,2511.223025275744,395.20477795440576,5576.360843037903
ID261,C,2262.690650484518,402.4530612131926,-1853.5536515590966
ID181,B,2759.0001869138027,406.0994526483882,5510.930900849968
ID313,B,2193.6537450383767,409.77413237017197,4400.321533086074
ID141,C,2537.978352274372,401.06713919025543,-2120.7742719242506
ID434,B,2905.049151529648,394.8555664646995,5807.256821338182
ID757,C,2491.901222810205,403.5690367925819,-2084.4653867652673
ID156,A,2802.8021127711327,401.13428081744075,6413.961886257766
ID893,B,3010.681952748482,382.1369994758776,6041.675770469905
ID310,A,2733.8971261579427,389.14557243924776,6285.407482575289
ID272,B,2340.284342799033,389.9057985428434,4680.969726721951
ID117,B,2782.477907418477,403.61244485589975,5559.16595371566
ID794,B,2478.782990806879,412.42438246744604,4960.613895832374
ID459,C,2576.501638544668,408.1289443389225,-2138.929365638733
ID408,A,2323.4733115146737,409.21462034982756,4912.223216771111
ID489,A,1994.6542024210694,383.86617206908244,4064.3292926536033
ID125,B,2195.8287510903638,393.95768113160244,4388.543595924059
ID476,C,2604.444561783148,398.07401400782567,-2194.2268915580703
ID134,B,2764.382337441506,392.3797722334163,5542.3970924804
ID403,A,2658.7404419639406,390.613782013409,6008.369239301383
ID212,C,2331.259764866166,393.47824204873376,-1951.6101437293423
ID878,C,2724.0401537813414,416.1807487437498,-2285.2871912782944
ID640,B,2381.6879561759692,444.2874368639313,4821.196818981368
ID366,C,2510.6572132054785,428.5142596112344,-2078.702928757135
ID220,B,2690.037685593735,403.46777762746467,5392.972628990631
ID710,B,2865.089473945821,420.9680911019214,5739.102608012766
ID616,C,2711.7322950958765,393.96593920937624,-2330.621093470906
ID333,A,2649.949121350558,385.90731041995525,6024.476466374815
ID547,A,2170.0794239744796,418.9263179877523,4399.662192867364
ID455,B,2251.1749829697783,409.77700973476766,4490.797062794803
ID534,A,2747.3703941093895,395.7652205046097,6266.289606488088
ID180,C,2399.5351057515204,361.30771773260375,-2064.149574659608
ID254,A,2109.2966410508507,400.28063775187314,4338.555671653088
ID556,A,2575.3282614840823,382.8129811344516,5823.510693374061
ID496,A,3126.977282957545,385.0916545520893,7457.401395144862
ID176,B,2720.0105843046904,418.9499706200779,5416.99047220761
ID359,B,2336.5341087807356,400.32439203726045,4664.587753210171
ID284,B,2605.003480248123,408.65691714207327,5211.062157987129
ID814,C,2498.1071618936826,411.4103930563655,-2090.879270003091
ID226,C,2422.4019810213867,406.10730591436976,-2026.9290513583971
ID654,A,2577.611306293345,396.7870641444519,5759.524061504834
ID676,C,2414.8342693619056,424.33366119750673,-1989.4461209702467
ID108,A,2160.464221687729,418.61472422853825,4401.7509844979295
ID698,B,1809.3353060580957,385.90030031233204,3618.9155821421696
ID274,A,2700.523616080959,408.44384524667294,6037.943745544634
ID285,B,2555.5709429587496,391.98855863901605,5117.772538043076
ID208,C,2609.926867406248,404.2554083006287,-2197.772324804116
ID809,C,2016.0960154878064,420.68351401935007,-1592.1203331570753
ID207,C,2128.793488432094,407.8916381777284,-1700.1810012826395
ID388,B,2491.7027299963765,396.9475323381082,4981.084596266671
ID152,B,2558.3894514554936,427.6330690380262,5119.645893079053
ID576,B,2500.295727101271,388.3466840009618,4997.713667490648
ID682,A,2962.6741482743796,420.6741628992062,6789.424031632643
ID214,B,2278.0812872498277,383.04835263612415,4564.097440620393
ID262,C,3541.153589252014,403.85414807127574,-3130.732834922872
ID308,B,2309.0465947068055,396.3798552439848,4617.59963952996
ID316,B,2587.9435876395924,410.7063318267617,5169.736001512081
ID195,C,2619.469985246984,383.3138386127806,-2231.563258982774
ID360,B,2744.0569451415367,403.8580219485632,5486.727984711518
ID132,B,2620.36039954106,406.0635120813003,5221.261776839189
ID209,A,2596.750647114448,409.19534365579767,5732.894959946819
ID399,B,2592.4382429400825,389.5007595290655,5172.428510973391
ID424,A,1790.0592217985882,391.42968399173765,3424.079680107244
ID538,B,2346.0640171023115,383.41450729791217,4682.669162629397
ID193,A,2758.9939589773153,413.97160011821023,6186.986551770523
ID649,A,2646.719518428558,384.1200034999939,6012.7496494062225
ID627,B,2689.565090967775,400.4111323488516,5379.733182069387
ID158,A,2127.1085889556043,402.0089828666116,4367.954996906906
ID319,A,2587.525430798554,399.4742395245303,5762.548737635019
ID764,C,2735.368544087133,425.5124407075304,-2297.582716130329
ID161,A,2516.4438378984764,361.6986383956229,5748.497853381335
ID203,B,2555.7655038315183,384.1620544820472,5112.176462856024
ID693,B,2372.264962409405,392.9449158001496,4751.671889684313
ID264,C,2529.182878117254,387.4716875548256,-2143.896696532468
ID509,C,2611.8407780425387,397.44714370623035,-2201.1844322158418
ID305,C,2754.073423875766,420.54188935347094,-2319.8910740276697
ID662,A,2353.2706430081707,413.2662040122066,5010.283206491945
ID121,C,2532.963776266002,399.56712825360233,-2119.3212976687373
ID721,B,2932.586365958904,411.71227946109104,5868.722377330982
ID692,A,2451.373905335312,402.2152067421548,5342.424405450269
ID405,C,2096.9456668895346,368.3512533458161,-1720.9812421875874
ID380,C,2466.0457190020065,384.83267370043404,-2079.585978348507
ID371,C,1949.673130577842,414.79324111204966,-1551.8668482907756
ID168,A,2841.264935221136,405.9208287503545,6494.734592952948
ID541,C,2460.448163103058,392.2114729217827,-2075.909857698884
ID641,C,2401.107110896268,396.2188000506179,-2006.55894565697
ID382,A,2380.009622299033,404.8646723020338,5122.030633176066
ID683,B,2478.705474048637,410.8851908457297,4949.62387160872
ID883,C,2598.644308983317,400.47522603631,-2187.4547139086535
ID733,A,2245.2339910125424,390.52211578633626,4762.486756366196
ID823,A,2583.8010681960723,383.6733985837323,5840.06991757724
ID766,B,2268.100160224563,421.17714151132463,4538.323936475669
ID571,C,2910.0902994862304,387.3014642932919,-2526.519841690583
ID222,C,2541.5546130652297,386.18531610958325,-2160.3983380432173
ID788,B,2866.554900976495,396.81634869225934,5718.924596975187
ID128,A,2427.5922275710427,411.35015696707507,5245.445164132856
ID233,B,2112.6445352059727,386.5414453198849,4224.535537704963
ID590,A,2822.16885459195,392.7285433886067,6517.492049621201
ID402,A,2828.6964210954866,404.33063586421315,6463.232648001284
ID163,B,2671.038345595184,420.9560834601585,5354.718647204933
ID136,A,2420.5885720080955,398.54246306400285,5287.818884525757
ID318,A,2512.0894670310768,393.46942011110076,5570.203859272925
ID798,C,2610.87587540673,395.7509309799465,-2211.2857325034392
ID270,B,2407.477985352307,395.26805942638936,4823.403340471113
ID867,B,2381.499640264599,404.694110967421,4768.146243807867
ID808,C,2500.345986943284,382.0287126303021,-2115.0321335073545
ID667,C,2967.0817696708273,379.5067622506333,-2588.6762240688713
ID139,B,2858.1766612601286,405.500176764219,5741.157846894712
ID363,A,2759.5323572543502,423.022485532974,6170.954693062009
ID368,C,2685.8599958819414,411.7414230701096,-2282.991765001022
ID297,A,2577.0996364807465,386.73262478866684,5797.347762771282
ID799,C,2377.7456299855935,401.3393144006107,-1978.3743587626586
ID521,A,2059.524374511422,412.6625617656647,4116.6216236274795
ID803,A,2160.4406474796883,415.1089860733493,4406.979945314958
ID563,B,2473.612393575654,432.92321063386106,4947.382224377189
ID583,C,2189.420513116962,413.95683587005067,-1779.537895584868
ID105,C,2573.400230395138,404.3278815574164,-2167.881228548411
ID532,B,2181.05287036067,393.94673000534965,4369.788123149568
ID450,C,2687.044543772949,409.55561364447266,-2287.0400525641057
ID384,C,2511.318387568252,422.0885834653616,-2090.7417120124296
ID516,C,2810.616279450666,374.9368412544841,-2431.685295543715
ID266,B,1721.4554585296946,402.02791896372946,3459.986136389312
ID395,A,2323.1127828298327,381.65892469541154,5056.77931349195
ID536,C,2376.188713530829,399.3034490574236,-1951.472466129353
ID498,A,2711.982913110443,401.4369788648251,6148.1485113464105
ID191,C,2542.481570982301,360.81282330248115,-2175.8881572123314
ID897,C,2813.3982704768923,395.76832998950226,-2432.5314968035364
ID508,A,2393.339887916096,409.45271536249606,5121.570450518524
ID630,B,2322.7904267051063,407.0023423907845,4633.922482884891
ID787,B,2432.017586442305,419.10431272250304,4878.298626831065
ID370,B,2378.519184604617,398.8226151660344,4746.6393692215415
ID753,C,2202.8524920769464,394.7084975206473,-1810.4752214306334
ID106,B,1964.141188491416,392.6559574130818,3941.719583020515
ID393,C,2577.756770392285,421.66429241813717,-2165.9381141848985
ID216,C,2680.06261130346,408.88718160805786,-2259.711960528925
ID659,A,2394.666981985993,401.9094521251,5176.406668293086
ID482,B,2196.3059276092495,380.85174661761124,4413.123172683958
ID301,C,2131.1476962165834,386.94224018227277,-1739.3665460151242
ID404,B,2722.4419623217464,392.3813335215178,5433.5355009999885
ID593,C,2225.317439974252,406.4071625377403,-1821.7016272325372
ID801,C,2374.1106568479945,376.36207332467154,-2007.6785625736275
ID548,C,2356.1203520426984,382.45509478388635,-1983.5157123336314
ID413,A,2474.9031351879053,383.1809969176296,5496.070826408255
ID545,C,2367.743086082886,386.6714443897926,-1985.519405199582
ID852,A,2649.746021725093,395.5828596226979,5969.503585439464
ID804,A,2194.432081195039,358.6139336987542,4812.127291184817
ID665,A,2590.1009207631637,396.981203325512,5786.687371493754
ID560,B,2327.092218075523,372.6637303575726,4651.759090092066
ID325,A,2919.96212773841,415.6735792602375,6691.685056342566
ID589,A,2424.414367339484,413.41205241505816,5204.166648879582
ID240,A,2322.998841457755,393.73238074155165,5008.589855669187
ID696,A,2698.4124798640673,382.61566987283766,6208.973892734107
ID228,B,2847.921255674616,397.8762733403187,5690.0379050552265
ID300,A,2226.1536125169405,418.1392098176628,4611.156526481616
ID230,C,2533.8998705996773,391.5919527814473,-2147.4008100849287
ID731,B,2404.448374374861,406.84446664786714,4806.041667710953
ID578,A,2878.731423516824,400.43722604832163,6629.440079331806
ID724,B,2633.338393497041,420.54633334338484,5271.188420721137
ID454,C,2810.993940539449,403.74451834596294,-2407.8999548462284
ID642,C,2335.2885825411813,411.1537420172323,-1941.2413425263967
ID869,A,2669.998640301624,410.85311739151473,5936.143292529733
ID231,B,2125.7769334322365,410.8130529869185,4242.915140475512
ID670,C,2686.360505425777,397.2732956417267,-2259.8464775196826
ID624,B,2684.9186703385817,423.7617808791284,5374.949551972797
ID537,A,2493.2747945757565,375.3873787114461,5596.005517416728
ID249,A,2834.9660117770236,406.6589537437116,6453.727543658378
ID845,B,2004.9331020152563,369.38943665980327,3991.705800740644
ID469,B,2850.315487528571,382.7138407483563,5704.561946806866
ID468,A,2430.2109848678733,405.06550530283073,5265.242950538178
ID244,C,2324.355201969836,406.5848082989586,-1930.364783955233
ID585,C,2738.014724217624,415.60754812395544,-2332.8003134624014
ID304,B,2936.8159609375975,389.00240188317576,5875.535752647763
ID704,C,2493.4991638009114,387.684730761881,-2079.4055574491313
ID863,B,2145.3996411118437,414.72643307336546,4286.671922740456
ID410,B,2504.5361917475257,413.3919536710824,5007.021716714602
ID324,C,2342.9235885955845,385.45456377170785,-1973.8122998281547
ID857,C,2604.972580785863,391.25774244726085,-2200.4005493655786
ID381,C,2507.0890887472947,414.9871011909367,-2092.2237600919116
ID298,A,2886.3141351037366,401.3392778868995,6661.377070545939
ID574,B,2329.8044787861477,405.8011070143743,4677.509386374959
ID265,B,3031.8282559748704,408.13446687664174,6062.882712944054
ID481,B,2637.3524908570694,366.2060763342817,5285.016376124334
ID618,A,2680.289977888556,405.4184813945601,6009.501746315621
ID595,A,2707.2758606171255,380.24665410101727,6224.950280735428
ID278,B,2753.54266244649,383.087179135753,5493.617846887805
ID666,A,2127.893167820627,441.3247776390931,4173.722537378331
ID479,B,2793.292033409678,416.7757056222727,5584.463598997791
ID286,A,2647.060440787387,401.42477238697285,5947.878917542094
ID524,B,3053.748980406145,391.225429300117,6081.661151323262
ID201,B,3222.5498226837253,411.9144246505546,6462.55441802673
ID334,C,2668.5351484328903,415.7741392598525,-2240.249043006677
ID506,C,2137.1542653944052,418.7706012542459,-1729.9746160427526
ID848,C,1878.2101814481716,422.9296861592491,-1444.0296554398137
ID751,B,3042.7954010164085,393.1335676320815,6075.417313215049
ID669,C,2161.069588845117,392.04526279916496,-1762.5530662409867
ID544,C,2259.432888605098,387.7296775088146,-1866.39392792045
ID626,B,2973.177992139499,418.0407026624079,5937.067135208361
ID875,B,2589.899579920368,398.19218061312796,5162.555453771063
ID346,B,2177.3337563758687,384.6643926897138,4347.0894835271565
ID287,B,2497.0370368866184,391.2881058535015,4986.422801857669
ID187,A,2746.853371031132,405.0746542787268,6212.732923536757
ID722,A,3119.471229402243,395.95532845034785,7383.379383912748
ID441,A,2687.8831983316795,382.4743569114901,6150.298481427191
ID587,B,2117.6942174572127,420.2518760684395,4220.16434211426
ID664,C,2361.933721636524,401.5583156696831,-1953.620418752729
ID307,C,2651.782506262015,389.7019826337336,-2242.4102619759947
ID269,A,2757.270204810505,395.9155386019241,6285.908477319153
ID251,C,1907.5757988902305,397.11889293670714,-1514.23704334077
ID546,A,2672.202449429944,402.4895830375134,6000.5440245212585
ID604,A,1916.1511670579494,389.0828081898033,3799.6226571099755
ID394,B,2753.374758061858,390.763513901791,5500.086870588108
ID694,B,2221.329949421991,372.25371621311433,4437.2665658456945
ID126,C,2566.029405216364,380.41073759325946,-2163.6634479382815
ID836,B,2886.2347117174772,396.3192099442465,5756.7552151662585
ID400,B,2458.2815818771455,416.2214535624157,4928.543933782145
ID433,A,2188.556301905359,418.46948459861744,4454.314876997378
ID383,A,2584.168755492814,398.4847628681319,5759.417646569208
ID769,B,2226.974598907719,405.1323442030438,4456.076284958608
ID375,A,2595.775170051834,394.4515355403574,5789.253507534778
ID336,A,2182.866298322087,386.50923205450806,4607.323700431924
ID838,B,2197.098884509543,395.55879324955333,4373.970754207132
ID114,B,2518.286956661811,437.5796752633926,5053.448339076584
ID755,B,2729.8253732259786,419.1304118170952,5450.8379748944835
ID607,B,3059.7934452041845,378.98934105299446,6111.331272993238
ID812,C,2732.931998235528,396.170995348444,-2330.9150373142074
ID160,C,2732.3294030949787,370.00878229960983,-2364.6827731182007
ID861,C,2340.685442672416,439.5018043133156,-1889.0478603443814
ID279,A,2614.05260365959,398.8087554416159,5839.140943727069
ID173,B,2717.9119368761217,397.15243427100205,5411.747302802398
ID706,C,2146.5718335569827,412.4146813237106,-1724.826854021393
ID242,A,2759.786543254963,403.8628571783068,6271.348177533976
ID341,A,2559.847524299818,387.12947876833323,5726.244225695362
ID526,C,2474.108788745958,402.3005593994064,-2087.9964960332686
ID540,B,2342.5749076181896,407.0383406076601,4685.50255554266
ID421,C,2708.8943458423014,373.1909312976049,-2353.3082852412595
ID565,C,2658.233780595898,418.01830953429277,-2254.662339792581
ID725,C,2015.0638252187891,410.96818240517933,-1607.221904838294
ID783,C,2964.1828824616814,414.67326504587913,-2554.4185433509024
ID503,C,2317.5974386572643,406.1599267629877,-1917.1188793556241
ID854,C,2099.390027351803,419.83915012773883,-1690.9789919642487
ID840,C,2695.063185392517,433.64145362884574,-2242.4288695389023
ID367,B,2534.2718275011803,414.06327162651104,5079.214406992001
ID647,C,2550.2933652105903,401.17411075723993,-2141.5515959541767
ID789,A,3053.4891389711465,390.4444707813916,7199.557590311912
ID711,C,1993.8300074932686,410.95246102076567,-1578.0840742383853
ID573,A,2300.6497713193057,368.15718777625784,5071.675819815043
ID116,A,1997.4929953445092,394.3480102272192,4043.5621646678533
ID613,B,2320.0538798501916,371.72216306480817,4634.240015815759
ID598,A,2498.199575296857,393.6465464859206,5530.277921473688
ID467,C,2924.8044223332877,415.9071152855887,-2515.6728204373944
ID866,B,2482.833414646233,391.38265983971024,4945.380636115289
ID542,A,2321.7621081295206,402.71764490780663,4981.396851501083
ID608,C,3169.5302167224604,402.32549432021153,-2778.4361584988274
ID513,A,2633.3825905252315,411.6324585867359,5830.627076022792
ID397,B,2727.807330573483,393.3341321817289,5469.489647564531
ID811,B,2258.5325593273856,379.0111041176719,4502.6729608947135
ID614,B,2467.291095555098,384.39713873268886,4924.0359110610825
ID673,C,2845.633052499598,383.9744809750588,-2471.2227413999444
ID351,A,2905.447299124859,383.27560660334916,6806.51472509035
ID871,C,2519.7557352488907,375.326065621572,-2154.0964584540643
ID418,A,2825.702265883169,406.66966550212436,6463.11052963524
ID543,B,2829.002436245526,399.7263939549143,5655.028446322929
ID660,C,2648.9620957888,402.95507633884256,-2227.986178245459
ID328,A,2336.56502775689,410.935588552602,4959.079479999052
ID103,B,2520.0198185446543,402.868443798833,5054.950259184777
ID686,A,2677.1813619409736,416.9812824962092,5941.3865273185465
ID557,A,2216.87217206114,394.52365104068696,4662.98862071024
ID889,A,2029.3199670002368,421.12213427929913,3970.1796854340096
ID322,C,2940.286028688348,376.52851686819184,-2553.1589967260243
ID312,B,2319.442220845131,393.36114118594077,4648.567166671195
ID464,C,1829.4619992432717,385.7337369998108,-1442.6192908218306
ID446,C,2330.3134444811158,397.3452499743072,-1929.6222866724866
ID431,C,2211.8178230750636,387.54295351355495,-1825.9246814626026
ID294,C,2558.6525972625627,407.0650071479164,-2155.6408679998935
ID332,C,1966.5482976672247,403.0847737095545,-1568.8590188169185
ID348,B,2592.3961768348404,407.72453297877837,5186.440956157184
ID609,B,2456.3615257630386,414.6840512564782,4930.223720004673
ID412,A,2483.98781878968,411.1233913364128,5393.455036142861
ID611,C,2250.5762554726584,401.2127850922772,-1845.435152236617
ID219,B,2189.410951055634,394.1954481607618,4386.588407724074
ID171,C,2507.5861292905297,388.8556846445323,-2116.9308000721294
ID834,A,2316.7609856704544,399.6773643121013,4939.374056976868
ID688,C,2238.726182611421,427.4005821091434,-1813.7778432081884
ID392,A,2457.5890444929905,399.18155113930186,5385.272535232665
ID182,B,2520.487811683204,389.4869947111617,5045.528766859318
ID597,C,2852.6328632875143,407.9296629658357,-2460.7837787747026
ID465,C,2280.1467801600984,401.4177510825957,-1870.46886828752
ID713,B,2738.6225446351086,373.93675565094946,5481.700311403822
ID377,A,1921.8739753283835,411.31185612140433,3705.7019308919166
ID256,B,2591.8227511289947,389.5991935393944,5183.424225722356
ID856,B,2619.642141757668,414.7802980142702,5224.3700266940405
ID514,A,2505.0365392599483,408.76128245229296,5464.626876503262
ID653,A,1947.518135252636,398.3724405449804,3856.7111303127085
ID210,B,2591.5058927377827,400.78258599978096,5176.32265443158
ID350,A,2619.4979218685444,414.00406285070346,5796.990199989498
ID217,C,2805.21222986766,398.63772515050715,-2395.6651965681476
ID146,C,2438.069474157566,403.9531505374758,-2029.9336413461817
ID234,A,2957.7787119690615,424.93548691102,6763.940648797795
ID462,C,2560.9144615662526,414.18966815743096,-2148.965867687922
ID444,C,2470.4938543605895,426.21714749669354,-2040.7108438174387
ID440,B,2783.96261888104,408.92422921908,5587.5035093217575
ID625,C,2307.273510327238,401.38669209983493,-1891.6786634883033
ID505,C,2743.2311463608553,404.8534976468988,-2347.373629783783
ID115,C,2712.2616622104497,396.26959333220725,-2333.0535442734176
ID658,C,2141.5588407262912,401.68629912888025,-1775.4741937271656
ID507,C,2451.6827888027146,380.5709988748729,-2064.15247212683
ID894,B,2346.9599052449657,423.51873775739153,4675.25713219306
ID599,B,2504.6169816980296,419.84177008880516,5013.242096015961
ID874,C,2620.8092701271394,414.85705629024335,-2217.3055718364894
ID635,B,2694.162549570845,399.9324478024776,5379.977894216113
ID443,A,2788.8285682066567,391.8413363285891,6379.654104881833
ID355,B,2315.018067809244,369.52518872683976,4627.660323426397
ID797,C,2169.3369461278635,399.9000749768676,-1766.005060437668
ID572,C,2212.8003595574996,405.73641880857565,-1822.2783276311811
ID745,B,1889.8805488543985,387.7646204466297,3766.5646414555126
ID586,A,2704.2980249207226,392.5805188652022,6156.134710297829
ID656,B,2533.629354108319,394.2242235304196,5082.905493648121
ID837,C,2422.339669813815,391.31601721352797,-2029.9394374884587
ID767,B,2992.366975199828,397.1238274375401,6004.60895581854
ID651,A,1711.8852311068708,395.69795903792516,3153.1921112878
ID582,C,1707.5871736326694,395.95287482034104,-1304.8228895375296
ID770,A,2999.8679418394927,420.48714407536096,6894.491144828439
ID888,B,1959.619715443751,407.0951989959317,3920.7007798152604
ID215,C,2399.687330859448,397.6396155548703,-1993.5244164362007
ID723,A,2103.3105392719863,397.6373453755304,4299.156945033625
ID784,B,2451.4584802475556,378.9303377214229,4889.510414594825
ID610,B,3101.3277332172893,385.87385374800664,6205.118093048625
ID887,A,2929.9908308631384,387.8635023140736,6852.300882882422
ID232,B,2828.783244616778,397.68225259776113,5678.2418603030255
ID530,A,2425.5626778099777,409.50573466499844,5233.330039608218
ID493,C,2940.595059806609,381.82958813196734,-2571.9811412621148
ID271,C,2322.55110961281,393.608900417938,-1915.4153032660831
ID291,A,2444.9865421432623,419.1737846832057,5237.10310282489
ID646,C,2205.329274826865,389.83787535203044,-1814.1654026343854
ID792,B,2110.994316537277,395.9375122349151,4224.261216735137
ID623,C,2625.5494090947673,396.0386079402345,-2253.907727621038
ID588,C,2217.5720470365895,408.0060683754177,-1820.8067098227637
ID241,A,2526.6058596520807,379.9011318607173,5675.317352865517
ID281,B,2407.1378871138545,402.4340305080527,4795.337886363463
ID414,A,2340.7206924707334,384.53616518876044,5086.086068814904
ID376,A,2274.979500219791,366.1688468262342,4995.9345449005705
ID519,B,2791.105319074686,414.41020796288353,5565.634173034843
ID343,A,2049.44795847409,425.30990315248664,4023.545687810852
ID795,C,2388.7674052832845,440.5848472426054,-1940.1494973914332
ID785,A,2738.9263087264976,398.3027318084372,6219.219987245385
ID452,C,2200.180559329314,416.38678020251257,-1793.0591585483774
ID822,A,2931.218478532032,410.4143550318326,6740.4448602830025
ID172,C,2503.8888103526533,402.82120592469187,-2092.121716558704
ID831,C,3032.637501427641,394.1762957073654,-2633.652582336356
ID166,C,2930.9002194103887,388.9920077119342,-2549.9639003294383
ID484,B,2646.5968678396416,412.15752577790346,5273.921045019042
ID681,B,2427.2753054895998,374.1316267284887,4855.684593924255
ID170,B,2197.2016118905685,407.04641967593983,4391.166353942754
ID213,C,2597.971679019025,401.76371587195337,-2194.3434929127243
ID638,C,2322.150291666665,413.6385985389068,-1897.2420586532314
ID773,B,2630.256929580018,404.61971309203756,5261.917569514008
ID621,A,2158.5420113502373,404.8402077027068,4444.105353498827
ID303,A,2603.23756172043,410.2200259166099,5769.024293556695
ID276,A,2377.9620822148354,395.8435766964274,5160.640321284229
ID200,A,2166.325618754461,409.6484480120577,4463.0593257099945
ID292,A,2330.307522116278,421.96541445820895,4916.551942187402
ID791,B,2656.5582361026386,427.5946656281722,5311.063563411255
ID772,B,2666.898740753067,401.2118081086588,5313.804115105715
ID275,B,2502.965535157609,391.4797627745381,5001.22213784843
ID631,C,2525.6845838504078,375.96560185045297,-2163.585842050312
ID732,A,2476.7784099366227,436.5278091619948,5253.562509766279
ID771,A,2064.46321605152,365.38766787476953,4359.62485009725
ID407,A,2170.855095413256,409.6612592678941,4475.476050051941
ID435,A,2206.7977136812124,418.77813156919365,4526.32168405331
ID157,C,2318.353784455753,393.7404756154389,-1939.1233498869644
ID374,A,2507.0298152582614,380.8537391788135,5611.25956048692
ID353,C,2697.2395018260813,395.18505076867433,-2315.886940005363
ID730,A,2550.781967983736,389.8574915691759,5727.76560654809
ID828,B,2719.985375750291,400.1926172276085,5421.079579990347
ID860,C,2535.7484473908107,427.376909615289,-2134.474439854634
ID255,B,2304.632446125723,414.02740546533687,4587.811890384561
ID779,C,2263.6598554238235,394.26049789855097,-1845.5248150555608
ID720,C,2261.2499841772587,388.0067262055099,-1865.969484186073
ID747,B,2621.828155973263,410.7188072753264,5235.684254343637
ID555,B,2471.6762910099137,403.07820099207174,4947.77296830081
ID283,A,2537.1662738993173,407.4694459889987,5574.9931645385905
ID622,C,2223.4213295212985,399.22734873562206,-1832.7497769385063
ID415,B,2391.8615942540564,394.02985454013896,4785.7107926804
ID864,B,2425.587307355019,382.1329426365672,4830.789718562551
ID357,A,2707.6322792157334,406.65024192780356,6080.9151648072675
ID196,A,2353.8823053151564,387.5200053475648,5109.820678571075
ID311,C,2745.7804921931674,429.9504965141922,-2324.9923993067246
ID406,B,2742.4489063702313,405.6548465743082,5498.7857443157545
ID330,C,2514.851345309989,409.41357614501146,-2109.139611263086
ID825,C,2186.5244755496897,357.79237137338316,-1832.8111955052723
ID636,B,2808.424587950724,377.97681569635796,5622.318650583274
ID323,A,2437.6690763085594,402.4396467105618,5314.331846148002
ID101,A,2887.5684544157884,396.8008668376873,6694.918636750648
ID810,B,2534.5899279668038,408.8581112663603,5058.154842572995
ID453,B,3149.0133780657106,402.72795363768535,6293.327084889418
ID143,C,1567.2481236003146,397.63594558913184,-1190.4148118492838
ID675,A,2256.0341065571756,404.61565499335086,4754.860274524135
ID110,B,2495.5723331680724,387.9220340962322,4988.970686077006
ID793,A,2305.087751305602,399.69552715009723,4903.52387176845
ID807,A,2085.629324835905,403.80908539700266,4258.350083789672
ID768,B,2799.3678915984565,393.26223113842946,5595.419401132943
ID603,C,2949.118018413995,406.1910924841042,-2541.190857641666
ID687,C,2551.1976198179536,389.85702536977755,-2171.6723169329152
ID178,B,2384.393769275481,396.23848350509695,4769.695158139775
ID485,C,2451.550584520032,395.81154377474036,-2058.3387816106265
ID138,A,2027.8214363116795,414.04459831274465,4013.2857389055725
